,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
1301637,1301638,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,601,Player selects gender,Avatar Creation,3S,3,,,gender selected,0,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301638,1301639,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,600,Player selects age,Avatar Creation,5S,5,,,age selected,0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301639,1301640,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,602,Player commits to age and gender,Avatar Creation,6S,6,,,"age selected, gender selected","0,0",,,,,,,,,,,,,,,,,,,,,,,11.0,Male,,,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301640,1301641,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,603,Player selects avatar,Avatar Creation,9S,9,,,Avatar id,0,,,,,,,,,,,,,,,,,,,,,,,,,,African American,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301641,1301642,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,604,Player commits to avatar and name,Avatar Creation,20S,20,,,"Avatar id, chosen name","0,paco",,,,,,,,,,,,,,,,,,,,,,,,,paco,African American,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301642,1301643,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,605,Player exits avatar creator,Avatar Creation,22S,22,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6506009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301643,1301644,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,210,Player begins to scan Scene using Sense,Challenge Stack,3M 37S,217,,,"startscan_x,startscan_y","732,369",,,,,,,,,,,,,,,,"(732, 369)",,,,,,,,,,,Session_1_eventLog_6506009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301644,1301645,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,211,Player ends scan,Challenge Stack,3M 40S,220,,,"endscan_x,endscan_y","732,462",,,,,,,,,,,,,,,,,"(732, 462)",,,,,,,,,,Session_1_eventLog_6506009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301645,1301646,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,210,Player begins to scan Scene using Sense,Challenge Stack,3M 47S,227,,,"startscan_x,startscan_y","628,411",,,,,,,,,,,,,,,,"(628, 411)",,,,,,,,,,,Session_1_eventLog_6506009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301646,1301647,6506009,2238,Spring 2014 Wave 2,Session 1,2014-03-17,207,Player panned Scene,Challenge Stack,3M 49S,229,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,0,-180",,,,,,,,,,,,,,0.0,-180.0,,,,,,,,,,,,Session_1_eventLog_6506009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
