,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
2101879,2101880,65670032,1531,Single wave,Session 9,2013-12-06,600,Player selects age,Avatar Creation,2S,2,,,age selected,1,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101880,2101881,65670032,1531,Single wave,Session 9,2013-12-06,601,Player selects gender,Avatar Creation,3S,3,,,gender selected,0,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101881,2101882,65670032,1531,Single wave,Session 9,2013-12-06,602,Player commits to age and gender,Avatar Creation,4S,4,,,"age selected, gender selected","1,0",,,,,,,,,,,,,,,,,,,,,,,12.0,Male,,,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101882,2101883,65670032,1531,Single wave,Session 9,2013-12-06,603,Player selects avatar,Avatar Creation,12S,12,,,Avatar id,2,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101883,2101884,65670032,1531,Single wave,Session 9,2013-12-06,604,Player commits to avatar and name,Avatar Creation,17S,17,,,"Avatar id, chosen name","2, Max",,,,,,,,,,,,,,,,,,,,,,,,,Max,Hispanic,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101884,2101885,65670032,1531,Single wave,Session 9,2013-12-06,605,Player exits avatar creator,Avatar Creation,19S,19,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_9_eventLog_656700501.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101885,2101886,65670032,1531,Single wave,Session 9,2013-12-06,210,Player begins to scan Scene using Sense,Challenge Stack,28S,28,,,"startscan_x,startscan_y","805,447",,,,,,,,,,,,,,,,"(805, 447)",,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101886,2101887,65670032,1531,Single wave,Session 9,2013-12-06,207,Player panned Scene,Challenge Stack,30S,30,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,0,-480",,,,,,,,,,,,,,0.0,-480.0,,,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101887,2101888,65670032,1531,Single wave,Session 9,2013-12-06,205,Player finds object,Challenge Stack,31S,31,12.0,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_family_lati_a_G0a1N,false,false",,,,,,,,,,,c_family_lati_a_G0a1N,False,False,,,,,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101888,2101889,65670032,1531,Single wave,Session 9,2013-12-06,211,Player ends scan,Challenge Stack,31S,31,,,"endscan_x,endscan_y","1142,240",,,,,,,,,,,,,,,,,"(1142, 240)",,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101889,2101890,65670032,1531,Single wave,Session 9,2013-12-06,213,Player touches Object,Challenge Stack,31S,31,12.0,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_family_lati_a_G0a1N,true",,,,,,,,,,,c_family_lati_a_G0a1N,,,,,,,,True,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101890,2101891,65670032,1531,Single wave,Session 9,2013-12-06,210,Player begins to scan Scene using Sense,Challenge Stack,35S,35,,,"startscan_x,startscan_y","1220,435",,,,,,,,,,,,,,,,"(1220, 435)",,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101891,2101892,65670032,1531,Single wave,Session 9,2013-12-06,211,Player ends scan,Challenge Stack,36S,36,,,"endscan_x,endscan_y","1294,334",,,,,,,,,,,,,,,,,"(1294, 334)",,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101892,2101893,65670032,1531,Single wave,Session 9,2013-12-06,212,Player switches to a Sense,Challenge Stack,37S,37,,,Sense id (newly selected sense),1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101893,2101894,65670032,1531,Single wave,Session 9,2013-12-06,205,Player finds object,Challenge Stack,38S,38,12.0,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_home_G0a1N,false,false",,,,,,,,,,,c_home_G0a1N,False,False,,,,,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101894,2101895,65670032,1531,Single wave,Session 9,2013-12-06,210,Player begins to scan Scene using Sense,Challenge Stack,38S,38,,,"startscan_x,startscan_y","1209,475",,,,,,,,,,,,,,,,"(1209, 475)",,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101895,2101896,65670032,1531,Single wave,Session 9,2013-12-06,211,Player ends scan,Challenge Stack,38S,38,,,"endscan_x,endscan_y","1188,433",,,,,,,,,,,,,,,,,"(1188, 433)",,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101896,2101897,65670032,1531,Single wave,Session 9,2013-12-06,213,Player touches Object,Challenge Stack,38S,38,12.0,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_home_G0a1N,true",,,,,,,,,,,c_home_G0a1N,,,,,,,,True,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101897,2101898,65670032,1531,Single wave,Session 9,2013-12-06,207,Player panned Scene,Challenge Stack,42S,42,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-480,-813",,,,,,,,,,,,,,-480.0,-813.0,,,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101898,2101899,65670032,1531,Single wave,Session 9,2013-12-06,210,Player begins to scan Scene using Sense,Challenge Stack,42S,42,,,"startscan_x,startscan_y","1426,423",,,,,,,,,,,,,,,,"(1426, 423)",,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101899,2101900,65670032,1531,Single wave,Session 9,2013-12-06,207,Player panned Scene,Challenge Stack,45S,45,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-813,-348",,,,,,,,,,,,,,-813.0,-348.0,,,,,,,,,,,,Session_9_eventLog_656700501.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
