,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
1458436,1458437,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,600,Player selects age,Avatar Creation,7S,7,,,age selected,1,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458437,1458438,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,601,Player selects gender,Avatar Creation,7S,7,,,gender selected,0,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458438,1458439,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,602,Player commits to age and gender,Avatar Creation,9S,9,,,"age selected, gender selected","1,0",,,,,,,,,,,,,,,,,,,,,,,12.0,Male,,,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458439,1458440,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,603,Player selects avatar,Avatar Creation,21S,21,,,Avatar id,0,,,,,,,,,,,,,,,,,,,,,,,,,,African American,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458440,1458441,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,604,Player commits to avatar and name,Avatar Creation,1M 17S,77,,,"Avatar id, chosen name","0,cody",,,,,,,,,,,,,,,,,,,,,,,,,cody,African American,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458441,1458442,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,605,Player exits avatar creator,Avatar Creation,1M 24S,84,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458442,1458443,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,210,Player begins to scan Scene using Sense,Challenge Stack,1M 49S,109,,,"startscan_x,startscan_y","145,350",,,,,,,,,,,,,,,,"(145, 350)",,,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458443,1458444,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,211,Player ends scan,Challenge Stack,1M 50S,110,,,"endscan_x,endscan_y","145,350",,,,,,,,,,,,,,,,,"(145, 350)",,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458444,1458445,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,210,Player begins to scan Scene using Sense,Challenge Stack,1M 51S,111,,,"startscan_x,startscan_y","148,316",,,,,,,,,,,,,,,,"(148, 316)",,,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458445,1458446,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,207,Player panned Scene,Challenge Stack,1M 57S,117,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,0,-1035",,,,,,,,,,,,,,0.0,-1035.0,,,,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458446,1458447,6546010,5340,Single wave,Sessions 1 _ 2,2013-07-03,211,Player ends scan,Challenge Stack,2M 12S,132,,,"endscan_x,endscan_y","1943,326",,,,,,,,,,,,,,,,,"(1943, 326)",,,,,,,,,,Sessions_1___2_eventLog_6546010.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
