,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
2032436,2032437,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,601,Player selects gender,Avatar Creation,17S,17,,,gender selected,0,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032437,2032438,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,600,Player selects age,Avatar Creation,21S,21,,,age selected,0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032438,2032439,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,602,Player commits to age and gender,Avatar Creation,22S,22,,,"age selected, gender selected","0,0",,,,,,,,,,,,,,,,,,,,,,,11.0,Male,,,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032439,2032440,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,603,Player selects avatar,Avatar Creation,26S,26,,,Avatar id,0,,,,,,,,,,,,,,,,,,,,,,,,,,African American,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032440,2032441,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,604,Player commits to avatar and name,Avatar Creation,42S,42,,,"Avatar id, chosen name","0,kyle112",,,,,,,,,,,,,,,,,,,,,,,,,kyle112,African American,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032441,2032442,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,605,Player exits avatar creator,Avatar Creation,45S,45,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6626003.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032442,2032443,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,1M 20S,80,,,"startscan_x,startscan_y","814,456",,,,,,,,,,,,,,,,"(814, 456)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032443,2032444,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,1M 23S,83,,,"endscan_x,endscan_y","791,463",,,,,,,,,,,,,,,,,"(791, 463)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032444,2032445,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,213,Player touches Object,Challenge Stack,1M 23S,83,12.0,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_player_afri_M_a_G0a1N,true",,,,,,,,,,,c_player_afri_M_a_G0a1N,,,,,,,,True,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032445,2032446,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 13S,133,,,"startscan_x,startscan_y","755,386",,,,,,,,,,,,,,,,"(755, 386)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032446,2032447,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 35S,155,,,"startscan_x,startscan_y","607,458",,,,,,,,,,,,,,,,"(607, 458)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032447,2032448,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,2M 35S,155,,,"endscan_x,endscan_y","631,445",,,,,,,,,,,,,,,,,"(631, 445)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032448,2032449,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,2M 35S,155,,,"endscan_x,endscan_y","607,458",,,,,,,,,,,,,,,,,"(607, 458)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032449,2032450,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 36S,156,,,"startscan_x,startscan_y","633,399",,,,,,,,,,,,,,,,"(633, 399)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032450,2032451,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,2M 36S,156,,,"endscan_x,endscan_y","632,399",,,,,,,,,,,,,,,,,"(632, 399)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032451,2032452,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 40S,160,,,"startscan_x,startscan_y","692,382",,,,,,,,,,,,,,,,"(692, 382)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032452,2032453,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,3M 14S,194,,,"startscan_x,startscan_y","633,560",,,,,,,,,,,,,,,,"(633, 560)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032453,2032454,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,3M 14S,194,,,"endscan_x,endscan_y","659,470",,,,,,,,,,,,,,,,,"(659, 470)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032454,2032455,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,211,Player ends scan,Challenge Stack,3M 14S,194,,,"endscan_x,endscan_y","634,559",,,,,,,,,,,,,,,,,"(634, 559)",,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032455,2032456,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,213,Player touches Object,Challenge Stack,3M 14S,194,12.0,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_player_afri_M_a_G0a1N,true",,,,,,,,,,,c_player_afri_M_a_G0a1N,,,,,,,,True,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032456,2032457,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,3M 17S,197,,,"startscan_x,startscan_y","668,391",,,,,,,,,,,,,,,,"(668, 391)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032457,2032458,6626003,3205,Spring 2014 Wave 2,Session 1,2014-05-06,210,Player begins to scan Scene using Sense,Challenge Stack,3M 22S,202,,,"startscan_x,startscan_y","626,437",,,,,,,,,,,,,,,,"(626, 437)",,,,,,,,,,,Session_1_eventLog_6626003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
