,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
1788054,1788055,6606011,9691,Single wave,Session 1,2014-02-27,600,Player selects age,Avatar Creation,18S,18,,,age selected,3,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788055,1788056,6606011,9691,Single wave,Session 1,2014-02-27,601,Player selects gender,Avatar Creation,19S,19,,,gender selected,1,,,,,,,,,,,,,,,,,,,,,,,,Female,,,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788056,1788057,6606011,9691,Single wave,Session 1,2014-02-27,602,Player commits to age and gender,Avatar Creation,30S,30,,,"age selected, gender selected","3,1",,,,,,,,,,,,,,,,,,,,,,,14.0,Female,,,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788057,1788058,6606011,9691,Single wave,Session 1,2014-02-27,603,Player selects avatar,Avatar Creation,41S,41,,,Avatar id,1,,,,,,,,,,,,,,,,,,,,,,,,,,Caucasian,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788058,1788059,6606011,9691,Single wave,Session 1,2014-02-27,604,Player commits to avatar and name,Avatar Creation,49S,49,,,"Avatar id, chosen name","1,vicky",,,,,,,,,,,,,,,,,,,,,,,,,vicky,Caucasian,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788059,1788060,6606011,9691,Single wave,Session 1,2014-02-27,605,Player exits avatar creator,Avatar Creation,1M 0S,60,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6606011_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788060,1788061,6606011,9691,Single wave,Session 1,2014-02-27,210,Player begins to scan Scene using Sense,Challenge Stack,1M 20S,80,,,"startscan_x,startscan_y","601,437",,,,,,,,,,,,,,,,"(601, 437)",,,,,,,,,,,Session_1_eventLog_6606011_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788061,1788062,6606011,9691,Single wave,Session 1,2014-02-27,211,Player ends scan,Challenge Stack,1M 21S,81,,,"endscan_x,endscan_y","601,437",,,,,,,,,,,,,,,,,"(601, 437)",,,,,,,,,,Session_1_eventLog_6606011_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788062,1788063,6606011,9691,Single wave,Session 1,2014-02-27,212,Player switches to a Sense,Challenge Stack,1M 21S,81,,,Sense id (newly selected sense),1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Session_1_eventLog_6606011_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788063,1788064,6606011,9691,Single wave,Session 1,2014-02-27,210,Player begins to scan Scene using Sense,Challenge Stack,1M 22S,82,,,"startscan_x,startscan_y","619,446",,,,,,,,,,,,,,,,"(619, 446)",,,,,,,,,,,Session_1_eventLog_6606011_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
