,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
1903537,1903538,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,600,Player selects age,Avatar Creation,9S,9,,,age selected,3,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903538,1903539,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,601,Player selects gender,Avatar Creation,10S,10,,,gender selected,0,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903539,1903540,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,602,Player commits to age and gender,Avatar Creation,11S,11,,,"age selected, gender selected","3,0",,,,,,,,,,,,,,,,,,,,,,,14.0,Male,,,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903540,1903541,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,603,Player selects avatar,Avatar Creation,14S,14,,,Avatar id,2,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903541,1903542,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,604,Player commits to avatar and name,Avatar Creation,32S,32,,,"Avatar id, chosen name","2,victor Diaz",,,,,,,,,,,,,,,,,,,,,,,,,victor Diaz,Hispanic,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903542,1903543,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,605,Player exits avatar creator,Avatar Creation,34S,34,,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6607009_session1.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903543,1903544,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 0S,120,,,"startscan_x,startscan_y","457,358",,,,,,,,,,,,,,,,"(457, 358)",,,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903544,1903545,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,211,Player ends scan,Challenge Stack,2M 1S,121,,,"endscan_x,endscan_y","457,358",,,,,,,,,,,,,,,,,"(457, 358)",,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903545,1903546,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 4S,124,,,"startscan_x,startscan_y","569,392",,,,,,,,,,,,,,,,"(569, 392)",,,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903546,1903547,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,210,Player begins to scan Scene using Sense,Challenge Stack,2M 4S,124,,,"startscan_x,startscan_y","492,413",,,,,,,,,,,,,,,,"(492, 413)",,,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903547,1903548,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,211,Player ends scan,Challenge Stack,2M 4S,124,,,"endscan_x,endscan_y","569,392",,,,,,,,,,,,,,,,,"(569, 392)",,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903548,1903549,6607009,7167,Spring 2014~ Wave 1,Session 1,2014-02-06,207,Player panned Scene,Challenge Stack,2M 11S,131,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,0,-210",,,,,,,,,,,,,,0.0,-210.0,,,,,,,,,,,,Session_1_eventLog_6607009_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
